
year,mm-dd,location,parameter,unit,datatype,value
2013,5-14,LWG,tempc,C,Temp (WQM),11.399
2013,5-15,LWG,tempc,C,Temp (WQM),10.986
2013,5-16,LWG,tempc,C,Temp (WQM),10.802
2013,5-17,LWG,tempc,C,Temp (WQM),10.828
2013,5-18,LWG,tempc,C,Temp (WQM),10.882
2013,5-19,LWG,tempc,C,Temp (WQM),11.028
2013,5-20,LWG,tempc,C,Temp (WQM),10.946
2013,5-21,LWG,tempc,C,Temp (WQM),10.790
2013,5-22,LWG,tempc,C,Temp (WQM),10.852
2013,5-23,LWG,tempc,C,Temp (WQM),11.165
2013,5-24,LWG,tempc,C,Temp (WQM),11.260
2013,5-25,LWG,tempc,C,Temp (WQM),11.105
2013,5-26,LWG,tempc,C,Temp (WQM),11.056
2013,5-27,LWG,tempc,C,Temp (WQM),11.047
2013,5-28,LWG,tempc,C,Temp (WQM),11.206
2013,5-29,LWG,tempc,C,Temp (WQM),11.654
2013,5-30,LWG,tempc,C,Temp (WQM),12.030
2013,5-31,LWG,tempc,C,Temp (WQM),12.390
2012,3-1,LWG,tempc,C,Temp (WQM),4.118
2012,3-2,LWG,tempc,C,Temp (WQM),4.088
2012,3-3,LWG,tempc,C,Temp (WQM),4.063
2012,3-4,LWG,tempc,C,Temp (WQM),4.139
2012,3-5,LWG,tempc,C,Temp (WQM),4.452
2012,3-6,LWG,tempc,C,Temp (WQM),4.565
2012,3-7,LWG,tempc,C,Temp (WQM),4.515
2012,3-8,LWG,tempc,C,Temp (WQM),4.669
2012,3-9,LWG,tempc,C,Temp (WQM),5.037
2012,3-10,LWG,tempc,C,Temp (WQM),5.294
2012,3-11,LWG,tempc,C,Temp (WQM),5.290
2012,3-12,LWG,tempc,C,Temp (WQM),5.133
2012,3-13,LWG,tempc,C,Temp (WQM),5.285
2012,3-14,LWG,tempc,C,Temp (WQM),5.726
2012,3-15,LWG,tempc,C,Temp (WQM),6.068
2012,3-16,LWG,tempc,C,Temp (WQM),5.896
2012,3-17,LWG,tempc,C,Temp (WQM),6.058
2012,3-18,LWG,tempc,C,Temp (WQM),6.333
2012,3-19,LWG,tempc,C,Temp (WQM),6.217
2012,3-20,LWG,tempc,C,Temp (WQM),6.067
2012,3-21,LWG,tempc,C,Temp (WQM),5.831
2012,3-22,LWG,tempc,C,Temp (WQM),5.812
2012,3-23,LWG,tempc,C,Temp (WQM),5.757
2012,3-24,LWG,tempc,C,Temp (WQM),5.767
2012,3-25,LWG,tempc,C,Temp (WQM),6.112
2012,3-26,LWG,tempc,C,Temp (WQM),6.367
2012,3-27,LWG,tempc,C,Temp (WQM),6.887
2012,3-28,LWG,tempc,C,Temp (WQM),7.379
2012,3-29,LWG,tempc,C,Temp (WQM),7.254
2012,3-30,LWG,tempc,C,Temp (WQM),7.520
2012,3-31,LWG,tempc,C,Temp (WQM),7.583
2012,4-1,LWG,tempc,C,Temp (WQM),7.785
2012,4-2,LWG,tempc,C,Temp (WQM),7.764
2012,4-3,LWG,tempc,C,Temp (WQM),7.493
2012,4-4,LWG,tempc,C,Temp (WQM),7.327
2012,4-5,LWG,tempc,C,Temp (WQM),7.336
2012,4-6,LWG,tempc,C,Temp (WQM),7.306
2012,4-7,LWG,tempc,C,Temp (WQM),7.300
2012,4-8,LWG,tempc,C,Temp (WQM),7.448
2012,4-9,LWG,tempc,C,Temp (WQM),7.663
2012,4-10,LWG,tempc,C,Temp (WQM),7.986
2012,4-11,LWG,tempc,C,Temp (WQM),8.413
2012,4-12,LWG,tempc,C,Temp (WQM),8.892
2012,4-13,LWG,tempc,C,Temp (WQM),9.185
2012,4-14,LWG,tempc,C,Temp (WQM),9.185
2012,4-15,LWG,tempc,C,Temp (WQM),9.098
2012,4-16,LWG,tempc,C,Temp (WQM),9.103
2012,4-17,LWG,tempc,C,Temp (WQM),9.045
2012,4-18,LWG,tempc,C,Temp (WQM),8.600
2012,4-19,LWG,tempc,C,Temp (WQM),8.628
2012,4-20,LWG,tempc,C,Temp (WQM),9.065
2012,4-21,LWG,tempc,C,Temp (WQM),9.243
2012,4-22,LWG,tempc,C,Temp (WQM),9.783
2012,4-23,LWG,tempc,C,Temp (WQM),10.441
2012,4-24,LWG,tempc,C,Temp (WQM),10.846
2012,4-25,LWG,tempc,C,Temp (WQM),10.957
2012,4-26,LWG,tempc,C,Temp (WQM),10.316
2012,4-27,LWG,tempc,C,Temp (WQM),9.710
2012,4-28,LWG,tempc,C,Temp (WQM),8.951
2012,4-29,LWG,tempc,C,Temp (WQM),8.556
2012,4-30,LWG,tempc,C,Temp (WQM),8.688
2012,5-1,LWG,tempc,C,Temp (WQM),9.300
2012,5-2,LWG,tempc,C,Temp (WQM),9.645
2012,5-3,LWG,tempc,C,Temp (WQM),9.752
2012,5-4,LWG,tempc,C,Temp (WQM),10.008
2012,5-5,LWG,tempc,C,Temp (WQM),9.974
2012,5-6,LWG,tempc,C,Temp (WQM),10.173
2012,5-7,LWG,tempc,C,Temp (WQM),10.463
2012,5-8,LWG,tempc,C,Temp (WQM),10.866
2012,5-9,LWG,tempc,C,Temp (WQM),11.178
2012,5-10,LWG,tempc,C,Temp (WQM),11.328
2012,5-11,LWG,tempc,C,Temp (WQM),11.733
2012,5-12,LWG,tempc,C,Temp (WQM),11.822
2012,5-13,LWG,tempc,C,Temp (WQM),11.610
2012,5-14,LWG,tempc,C,Temp (WQM),11.518
2012,5-15,LWG,tempc,C,Temp (WQM),11.825
2012,5-16,LWG,tempc,C,Temp (WQM),12.290
2012,5-17,LWG,tempc,C,Temp (WQM),12.544
2012,5-18,LWG,tempc,C,Temp (WQM),12.184
2012,5-19,LWG,tempc,C,Temp (WQM),11.607
2012,5-20,LWG,tempc,C,Temp (WQM),11.239
2012,5-21,LWG,tempc,C,Temp (WQM),11.375
2012,5-22,LWG,tempc,C,Temp (WQM),11.512
2012,5-23,LWG,tempc,C,Temp (WQM),11.424
2012,5-24,LWG,tempc,C,Temp (WQM),11.090
2012,5-25,LWG,tempc,C,Temp (WQM),10.940
2012,5-26,LWG,tempc,C,Temp (WQM),11.065
2012,5-27,LWG,tempc,C,Temp (WQM),11.188
2012,5-28,LWG,tempc,C,Temp (WQM),11.045
2012,5-29,LWG,tempc,C,Temp (WQM),11.065
2012,5-30,LWG,tempc,C,Temp (WQM),11.061
2012,5-31,LWG,tempc,C,Temp (WQM),11.580
2011,3-1,LWG,tempc,C,Temp (WQM),NA
2011,3-2,LWG,tempc,C,Temp (WQM),NA
2011,3-3,LWG,tempc,C,Temp (WQM),NA
2011,3-4,LWG,tempc,C,Temp (WQM),NA
2011,3-5,LWG,tempc,C,Temp (WQM),NA
2011,3-6,LWG,tempc,C,Temp (WQM),NA
2011,3-7,LWG,tempc,C,Temp (WQM),NA
2011,3-8,LWG,tempc,C,Temp (WQM),NA
2011,3-9,LWG,tempc,C,Temp (WQM),NA
2011,3-10,LWG,tempc,C,Temp (WQM),NA
2011,3-11,LWG,tempc,C,Temp (WQM),NA
2011,3-12,LWG,tempc,C,Temp (WQM),NA
2011,3-13,LWG,tempc,C,Temp (WQM),NA
2011,3-14,LWG,tempc,C,Temp (WQM),NA
2011,3-15,LWG,tempc,C,Temp (WQM),5.431
2011,3-16,LWG,tempc,C,Temp (WQM),5.550
2011,3-17,LWG,tempc,C,Temp (WQM),5.833
2011,3-18,LWG,tempc,C,Temp (WQM),5.805
2011,3-19,LWG,tempc,C,Temp (WQM),5.821
2011,3-20,LWG,tempc,C,Temp (WQM),5.935
2011,3-21,LWG,tempc,C,Temp (WQM),6.138
2011,3-22,LWG,tempc,C,Temp (WQM),6.099
2011,3-23,LWG,tempc,C,Temp (WQM),5.999
2011,3-24,LWG,tempc,C,Temp (WQM),6.265
2011,3-25,LWG,tempc,C,Temp (WQM),6.651
2011,3-26,LWG,tempc,C,Temp (WQM),6.875
2011,3-27,LWG,tempc,C,Temp (WQM),7.087
2011,3-28,LWG,tempc,C,Temp (WQM),7.225
2011,3-29,LWG,tempc,C,Temp (WQM),7.325
2011,3-30,LWG,tempc,C,Temp (WQM),7.478
2011,3-31,LWG,tempc,C,Temp (WQM),7.410
2011,4-1,LWG,tempc,C,Temp (WQM),7.309
2011,4-2,LWG,tempc,C,Temp (WQM),7.330
2011,4-3,LWG,tempc,C,Temp (WQM),7.457
2011,4-4,LWG,tempc,C,Temp (WQM),7.133
2011,4-5,LWG,tempc,C,Temp (WQM),6.789
2011,4-6,LWG,tempc,C,Temp (WQM),6.908
2011,4-7,LWG,tempc,C,Temp (WQM),7.021
2011,4-8,LWG,tempc,C,Temp (WQM),6.815
2011,4-9,LWG,tempc,C,Temp (WQM),6.893
2011,4-10,LWG,tempc,C,Temp (WQM),7.256
2011,4-11,LWG,tempc,C,Temp (WQM),7.752
2011,4-12,LWG,tempc,C,Temp (WQM),8.015
2011,4-13,LWG,tempc,C,Temp (WQM),8.070
2011,4-14,LWG,tempc,C,Temp (WQM),7.908
2011,4-15,LWG,tempc,C,Temp (WQM),8.012
2011,4-16,LWG,tempc,C,Temp (WQM),8.008
2011,4-17,LWG,tempc,C,Temp (WQM),8.300
2011,4-18,LWG,tempc,C,Temp (WQM),8.766
2011,4-19,LWG,tempc,C,Temp (WQM),9.011
2011,4-20,LWG,tempc,C,Temp (WQM),8.606
2011,4-21,LWG,tempc,C,Temp (WQM),8.604
2011,4-22,LWG,tempc,C,Temp (WQM),8.677
2011,4-23,LWG,tempc,C,Temp (WQM),8.946
2011,4-24,LWG,tempc,C,Temp (WQM),8.983
2011,4-25,LWG,tempc,C,Temp (WQM),9.195
2011,4-26,LWG,tempc,C,Temp (WQM),9.514
2011,4-27,LWG,tempc,C,Temp (WQM),9.735
2011,4-28,LWG,tempc,C,Temp (WQM),9.833
2011,4-29,LWG,tempc,C,Temp (WQM),9.845
2011,4-30,LWG,tempc,C,Temp (WQM),9.803
2011,5-1,LWG,tempc,C,Temp (WQM),9.520
2011,5-2,LWG,tempc,C,Temp (WQM),9.510
2011,5-3,LWG,tempc,C,Temp (WQM),9.594
2011,5-4,LWG,tempc,C,Temp (WQM),9.922
2011,5-5,LWG,tempc,C,Temp (WQM),10.215
2011,5-6,LWG,tempc,C,Temp (WQM),10.534
2011,5-7,LWG,tempc,C,Temp (WQM),10.873
2011,5-8,LWG,tempc,C,Temp (WQM),11.005
2011,5-9,LWG,tempc,C,Temp (WQM),11.037
2011,5-10,LWG,tempc,C,Temp (WQM),10.868
2011,5-11,LWG,tempc,C,Temp (WQM),10.591
2011,5-12,LWG,tempc,C,Temp (WQM),10.773
2011,5-13,LWG,tempc,C,Temp (WQM),11.420
2011,5-14,LWG,tempc,C,Temp (WQM),11.434
2011,5-15,LWG,tempc,C,Temp (WQM),11.733
2011,5-16,LWG,tempc,C,Temp (WQM),11.110
2011,5-17,LWG,tempc,C,Temp (WQM),9.937
2011,5-18,LWG,tempc,C,Temp (WQM),9.603
2011,5-19,LWG,tempc,C,Temp (WQM),10.009
2011,5-20,LWG,tempc,C,Temp (WQM),10.901
2011,5-21,LWG,tempc,C,Temp (WQM),11.825
2011,5-22,LWG,tempc,C,Temp (WQM),12.120
2011,5-23,LWG,tempc,C,Temp (WQM),11.926
2011,5-24,LWG,tempc,C,Temp (WQM),11.604
2011,5-25,LWG,tempc,C,Temp (WQM),11.017
2011,5-26,LWG,tempc,C,Temp (WQM),10.612
2011,5-27,LWG,tempc,C,Temp (WQM),10.805
2011,5-28,LWG,tempc,C,Temp (WQM),10.624
2011,5-29,LWG,tempc,C,Temp (WQM),10.728
2011,5-30,LWG,tempc,C,Temp (WQM),11.198
2011,5-31,LWG,tempc,C,Temp (WQM),11.444
2010,3-1,LWG,tempc,C,Temp (WQM),NA
2010,3-2,LWG,tempc,C,Temp (WQM),NA
2010,3-3,LWG,tempc,C,Temp (WQM),NA
2010,3-4,LWG,tempc,C,Temp (WQM),NA
2010,3-5,LWG,tempc,C,Temp (WQM),NA
2010,3-6,LWG,tempc,C,Temp (WQM),NA
2010,3-7,LWG,tempc,C,Temp (WQM),NA
2010,3-8,LWG,tempc,C,Temp (WQM),NA
2010,3-9,LWG,tempc,C,Temp (WQM),NA
2010,3-10,LWG,tempc,C,Temp (WQM),NA
2010,3-11,LWG,tempc,C,Temp (WQM),NA
2010,3-12,LWG,tempc,C,Temp (WQM),NA
2010,3-13,LWG,tempc,C,Temp (WQM),NA
2010,3-14,LWG,tempc,C,Temp (WQM),NA
2010,3-15,LWG,tempc,C,Temp (WQM),NA
2010,3-16,LWG,tempc,C,Temp (WQM),NA
2010,3-17,LWG,tempc,C,Temp (WQM),6.600
2010,3-18,LWG,tempc,C,Temp (WQM),6.458
2010,3-19,LWG,tempc,C,Temp (WQM),6.526
2010,3-20,LWG,tempc,C,Temp (WQM),7.004
2010,3-21,LWG,tempc,C,Temp (WQM),7.256
2010,3-22,LWG,tempc,C,Temp (WQM),7.264
2010,3-23,LWG,tempc,C,Temp (WQM),7.581
2010,3-24,LWG,tempc,C,Temp (WQM),8.080
2010,3-25,LWG,tempc,C,Temp (WQM),8.007
2010,3-26,LWG,tempc,C,Temp (WQM),7.958
2010,3-27,LWG,tempc,C,Temp (WQM),7.946
2010,3-28,LWG,tempc,C,Temp (WQM),8.053
2010,3-29,LWG,tempc,C,Temp (WQM),8.125
2010,3-30,LWG,tempc,C,Temp (WQM),8.262
2010,3-31,LWG,tempc,C,Temp (WQM),8.243
2010,4-1,LWG,tempc,C,Temp (WQM),8.300
2010,4-2,LWG,tempc,C,Temp (WQM),8.404
2010,4-3,LWG,tempc,C,Temp (WQM),8.363
2010,4-4,LWG,tempc,C,Temp (WQM),8.455
2010,4-5,LWG,tempc,C,Temp (WQM),8.278
2010,4-6,LWG,tempc,C,Temp (WQM),7.942
2010,4-7,LWG,tempc,C,Temp (WQM),7.758
2010,4-8,LWG,tempc,C,Temp (WQM),7.706
2010,4-9,LWG,tempc,C,Temp (WQM),7.568
2010,4-10,LWG,tempc,C,Temp (WQM),7.655
2010,4-11,LWG,tempc,C,Temp (WQM),7.817
2010,4-12,LWG,tempc,C,Temp (WQM),8.060
2010,4-13,LWG,tempc,C,Temp (WQM),8.358
2010,4-14,LWG,tempc,C,Temp (WQM),8.551
2010,4-15,LWG,tempc,C,Temp (WQM),8.781
2010,4-16,LWG,tempc,C,Temp (WQM),9.407
2010,4-17,LWG,tempc,C,Temp (WQM),9.461
2010,4-18,LWG,tempc,C,Temp (WQM),10.012
2010,4-19,LWG,tempc,C,Temp (WQM),10.544
2010,4-20,LWG,tempc,C,Temp (WQM),10.984
2010,4-21,LWG,tempc,C,Temp (WQM),11.417
2010,4-22,LWG,tempc,C,Temp (WQM),12.148
2010,4-23,LWG,tempc,C,Temp (WQM),12.110
2010,4-24,LWG,tempc,C,Temp (WQM),11.447
2010,4-25,LWG,tempc,C,Temp (WQM),10.422
2010,4-26,LWG,tempc,C,Temp (WQM),10.058
2010,4-27,LWG,tempc,C,Temp (WQM),10.054
2010,4-28,LWG,tempc,C,Temp (WQM),9.993
2010,4-29,LWG,tempc,C,Temp (WQM),9.910
2010,4-30,LWG,tempc,C,Temp (WQM),10.114
2010,5-1,LWG,tempc,C,Temp (WQM),10.045
2010,5-2,LWG,tempc,C,Temp (WQM),9.671
2010,5-3,LWG,tempc,C,Temp (WQM),9.303
2010,5-4,LWG,tempc,C,Temp (WQM),9.047
2010,5-5,LWG,tempc,C,Temp (WQM),9.174
2010,5-6,LWG,tempc,C,Temp (WQM),9.397
2010,5-7,LWG,tempc,C,Temp (WQM),9.353
2010,5-8,LWG,tempc,C,Temp (WQM),9.175
2010,5-9,LWG,tempc,C,Temp (WQM),9.110
2010,5-10,LWG,tempc,C,Temp (WQM),9.252
2010,5-11,LWG,tempc,C,Temp (WQM),9.672
2010,5-12,LWG,tempc,C,Temp (WQM),10.375
2010,5-13,LWG,tempc,C,Temp (WQM),11.164
2010,5-14,LWG,tempc,C,Temp (WQM),11.830
2010,5-15,LWG,tempc,C,Temp (WQM),12.220
2010,5-16,LWG,tempc,C,Temp (WQM),12.605
2010,5-17,LWG,tempc,C,Temp (WQM),12.898
2010,5-18,LWG,tempc,C,Temp (WQM),13.154
2010,5-19,LWG,tempc,C,Temp (WQM),13.305
2010,5-20,LWG,tempc,C,Temp (WQM),12.902
2010,5-21,LWG,tempc,C,Temp (WQM),11.741
2010,5-22,LWG,tempc,C,Temp (WQM),11.109
2010,5-23,LWG,tempc,C,Temp (WQM),10.638
2010,5-24,LWG,tempc,C,Temp (WQM),10.290
2010,5-25,LWG,tempc,C,Temp (WQM),10.553
2010,5-26,LWG,tempc,C,Temp (WQM),10.862
2010,5-27,LWG,tempc,C,Temp (WQM),11.366
2010,5-28,LWG,tempc,C,Temp (WQM),11.475
2010,5-29,LWG,tempc,C,Temp (WQM),11.698
2010,5-30,LWG,tempc,C,Temp (WQM),11.971
2010,5-31,LWG,tempc,C,Temp (WQM),12.363
2009,3-1,LWG,tempc,C,Temp (WQM),NA
2009,3-2,LWG,tempc,C,Temp (WQM),NA
2009,3-3,LWG,tempc,C,Temp (WQM),NA
2009,3-4,LWG,tempc,C,Temp (WQM),NA
2009,3-5,LWG,tempc,C,Temp (WQM),NA
2009,3-6,LWG,tempc,C,Temp (WQM),NA
2009,3-7,LWG,tempc,C,Temp (WQM),NA
2009,3-8,LWG,tempc,C,Temp (WQM),NA
2009,3-9,LWG,tempc,C,Temp (WQM),NA
2009,3-10,LWG,tempc,C,Temp (WQM),NA
2009,3-11,LWG,tempc,C,Temp (WQM),NA
2009,3-12,LWG,tempc,C,Temp (WQM),NA
2009,3-13,LWG,tempc,C,Temp (WQM),NA
2009,3-14,LWG,tempc,C,Temp (WQM),NA
2009,3-15,LWG,tempc,C,Temp (WQM),NA
2009,3-16,LWG,tempc,C,Temp (WQM),NA
2009,3-17,LWG,tempc,C,Temp (WQM),NA
2009,3-18,LWG,tempc,C,Temp (WQM),NA
2009,3-19,LWG,tempc,C,Temp (WQM),NA
2009,3-20,LWG,tempc,C,Temp (WQM),NA
2009,3-21,LWG,tempc,C,Temp (WQM),NA
2009,3-22,LWG,tempc,C,Temp (WQM),NA
2009,3-23,LWG,tempc,C,Temp (WQM),NA
2009,3-24,LWG,tempc,C,Temp (WQM),NA
2009,3-25,LWG,tempc,C,Temp (WQM),6.373
2009,3-26,LWG,tempc,C,Temp (WQM),6.428
2009,3-27,LWG,tempc,C,Temp (WQM),6.435
2009,3-28,LWG,tempc,C,Temp (WQM),6.363
2009,3-29,LWG,tempc,C,Temp (WQM),6.258
2009,3-30,LWG,tempc,C,Temp (WQM),6.174
2009,3-31,LWG,tempc,C,Temp (WQM),6.224
2009,4-1,LWG,tempc,C,Temp (WQM),6.276
2009,4-2,LWG,tempc,C,Temp (WQM),6.156
2009,4-3,LWG,tempc,C,Temp (WQM),6.021
2009,4-4,LWG,tempc,C,Temp (WQM),5.744
2009,4-5,LWG,tempc,C,Temp (WQM),6.035
2009,4-6,LWG,tempc,C,Temp (WQM),6.263
2009,4-7,LWG,tempc,C,Temp (WQM),6.717
2009,4-8,LWG,tempc,C,Temp (WQM),7.280
2009,4-9,LWG,tempc,C,Temp (WQM),7.674
2009,4-10,LWG,tempc,C,Temp (WQM),8.076
2009,4-11,LWG,tempc,C,Temp (WQM),8.273
2009,4-12,LWG,tempc,C,Temp (WQM),8.137
2009,4-13,LWG,tempc,C,Temp (WQM),8.205
2009,4-14,LWG,tempc,C,Temp (WQM),7.863
2009,4-15,LWG,tempc,C,Temp (WQM),8.103
2009,4-16,LWG,tempc,C,Temp (WQM),7.884
2009,4-17,LWG,tempc,C,Temp (WQM),7.562
2009,4-18,LWG,tempc,C,Temp (WQM),7.693
2009,4-19,LWG,tempc,C,Temp (WQM),8.214
2009,4-20,LWG,tempc,C,Temp (WQM),8.580
2009,4-21,LWG,tempc,C,Temp (WQM),9.030
2009,4-22,LWG,tempc,C,Temp (WQM),9.260
2009,4-23,LWG,tempc,C,Temp (WQM),9.277
2009,4-24,LWG,tempc,C,Temp (WQM),9.090
2009,4-25,LWG,tempc,C,Temp (WQM),8.651
2009,4-26,LWG,tempc,C,Temp (WQM),8.429
2009,4-27,LWG,tempc,C,Temp (WQM),8.480
2009,4-28,LWG,tempc,C,Temp (WQM),8.665
2009,4-29,LWG,tempc,C,Temp (WQM),8.693
2009,4-30,LWG,tempc,C,Temp (WQM),8.622
2009,5-1,LWG,tempc,C,Temp (WQM),8.575
2009,5-2,LWG,tempc,C,Temp (WQM),9.005
2009,5-3,LWG,tempc,C,Temp (WQM),9.374
2009,5-4,LWG,tempc,C,Temp (WQM),9.736
2009,5-5,LWG,tempc,C,Temp (WQM),9.790
2009,5-6,LWG,tempc,C,Temp (WQM),9.884
2009,5-7,LWG,tempc,C,Temp (WQM),10.055
2009,5-8,LWG,tempc,C,Temp (WQM),9.912
2009,5-9,LWG,tempc,C,Temp (WQM),9.946
2009,5-10,LWG,tempc,C,Temp (WQM),10.013
2009,5-11,LWG,tempc,C,Temp (WQM),10.168
2009,5-12,LWG,tempc,C,Temp (WQM),10.506
2009,5-13,LWG,tempc,C,Temp (WQM),10.873
2009,5-14,LWG,tempc,C,Temp (WQM),10.959
2009,5-15,LWG,tempc,C,Temp (WQM),10.347
2009,5-16,LWG,tempc,C,Temp (WQM),10.501
2009,5-17,LWG,tempc,C,Temp (WQM),10.895
2009,5-18,LWG,tempc,C,Temp (WQM),11.433
2009,5-19,LWG,tempc,C,Temp (WQM),12.252
2009,5-20,LWG,tempc,C,Temp (WQM),12.073
2009,5-21,LWG,tempc,C,Temp (WQM),10.563
2009,5-22,LWG,tempc,C,Temp (WQM),10.480
2009,5-23,LWG,tempc,C,Temp (WQM),10.718
2009,5-24,LWG,tempc,C,Temp (WQM),11.264
2009,5-25,LWG,tempc,C,Temp (WQM),11.891
2009,5-26,LWG,tempc,C,Temp (WQM),11.712
2009,5-27,LWG,tempc,C,Temp (WQM),11.444
2009,5-28,LWG,tempc,C,Temp (WQM),11.592
2009,5-29,LWG,tempc,C,Temp (WQM),11.828
2009,5-30,LWG,tempc,C,Temp (WQM),12.199
2009,5-31,LWG,tempc,C,Temp (WQM),12.375
2008,3-1,LWG,tempc,C,Temp (WQM),NA
2008,3-2,LWG,tempc,C,Temp (WQM),NA
2008,3-3,LWG,tempc,C,Temp (WQM),NA
2008,3-4,LWG,tempc,C,Temp (WQM),NA
2008,3-5,LWG,tempc,C,Temp (WQM),NA
2008,3-6,LWG,tempc,C,Temp (WQM),NA
2008,3-7,LWG,tempc,C,Temp (WQM),NA
2008,3-8,LWG,tempc,C,Temp (WQM),NA
2008,3-9,LWG,tempc,C,Temp (WQM),NA
2008,3-10,LWG,tempc,C,Temp (WQM),NA
2008,3-11,LWG,tempc,C,Temp (WQM),NA
2008,3-12,LWG,tempc,C,Temp (WQM),NA
2008,3-13,LWG,tempc,C,Temp (WQM),NA
2008,3-14,LWG,tempc,C,Temp (WQM),NA
2008,3-15,LWG,tempc,C,Temp (WQM),NA
2008,3-16,LWG,tempc,C,Temp (WQM),NA
2008,3-17,LWG,tempc,C,Temp (WQM),NA
2008,3-18,LWG,tempc,C,Temp (WQM),5.551
2008,3-19,LWG,tempc,C,Temp (WQM),5.543
2008,3-20,LWG,tempc,C,Temp (WQM),5.644
2008,3-21,LWG,tempc,C,Temp (WQM),5.729
2008,3-22,LWG,tempc,C,Temp (WQM),5.742
2008,3-23,LWG,tempc,C,Temp (WQM),5.760
2008,3-24,LWG,tempc,C,Temp (WQM),5.784
2008,3-25,LWG,tempc,C,Temp (WQM),5.947
2008,3-26,LWG,tempc,C,Temp (WQM),6.209
2008,3-27,LWG,tempc,C,Temp (WQM),6.408
2008,3-28,LWG,tempc,C,Temp (WQM),6.473
2008,3-29,LWG,tempc,C,Temp (WQM),6.317
2008,3-30,LWG,tempc,C,Temp (WQM),6.369
2008,3-31,LWG,tempc,C,Temp (WQM),6.332
2008,4-1,LWG,tempc,C,Temp (WQM),6.283
2008,4-2,LWG,tempc,C,Temp (WQM),6.052
2008,4-3,LWG,tempc,C,Temp (WQM),6.137
2008,4-4,LWG,tempc,C,Temp (WQM),6.344
2008,4-5,LWG,tempc,C,Temp (WQM),6.520
2008,4-6,LWG,tempc,C,Temp (WQM),6.768
2008,4-7,LWG,tempc,C,Temp (WQM),6.888
2008,4-8,LWG,tempc,C,Temp (WQM),6.972
2008,4-9,LWG,tempc,C,Temp (WQM),7.326
2008,4-10,LWG,tempc,C,Temp (WQM),7.405
2008,4-11,LWG,tempc,C,Temp (WQM),7.617
2008,4-12,LWG,tempc,C,Temp (WQM),7.982
2008,4-13,LWG,tempc,C,Temp (WQM),8.139
2008,4-14,LWG,tempc,C,Temp (WQM),8.015
2008,4-15,LWG,tempc,C,Temp (WQM),8.273
2008,4-16,LWG,tempc,C,Temp (WQM),8.890
2008,4-17,LWG,tempc,C,Temp (WQM),8.910
2008,4-18,LWG,tempc,C,Temp (WQM),8.345
2008,4-19,LWG,tempc,C,Temp (WQM),8.054
2008,4-20,LWG,tempc,C,Temp (WQM),8.334
2008,4-21,LWG,tempc,C,Temp (WQM),8.618
2008,4-22,LWG,tempc,C,Temp (WQM),8.478
2008,4-23,LWG,tempc,C,Temp (WQM),7.973
2008,4-24,LWG,tempc,C,Temp (WQM),7.807
2008,4-25,LWG,tempc,C,Temp (WQM),7.930
2008,4-26,LWG,tempc,C,Temp (WQM),8.415
2008,4-27,LWG,tempc,C,Temp (WQM),8.657
2008,4-28,LWG,tempc,C,Temp (WQM),8.578
2008,4-29,LWG,tempc,C,Temp (WQM),8.938
2008,4-30,LWG,tempc,C,Temp (WQM),9.445
2008,5-1,LWG,tempc,C,Temp (WQM),10.045
2008,5-2,LWG,tempc,C,Temp (WQM),9.933
2008,5-3,LWG,tempc,C,Temp (WQM),9.150
2008,5-4,LWG,tempc,C,Temp (WQM),9.070
2008,5-5,LWG,tempc,C,Temp (WQM),9.560
2008,5-6,LWG,tempc,C,Temp (WQM),10.108
2008,5-7,LWG,tempc,C,Temp (WQM),10.628
2008,5-8,LWG,tempc,C,Temp (WQM),10.609
2008,5-9,LWG,tempc,C,Temp (WQM),10.179
2008,5-10,LWG,tempc,C,Temp (WQM),9.833
2008,5-11,LWG,tempc,C,Temp (WQM),9.788
2008,5-12,LWG,tempc,C,Temp (WQM),9.655
2008,5-13,LWG,tempc,C,Temp (WQM),9.757
2008,5-14,LWG,tempc,C,Temp (WQM),9.818
2008,5-15,LWG,tempc,C,Temp (WQM),9.984
2008,5-16,LWG,tempc,C,Temp (WQM),10.198
2008,5-17,LWG,tempc,C,Temp (WQM),10.623
2008,5-18,LWG,tempc,C,Temp (WQM),11.295
2008,5-19,LWG,tempc,C,Temp (WQM),11.058
2008,5-20,LWG,tempc,C,Temp (WQM),10.348
2008,5-21,LWG,tempc,C,Temp (WQM),9.647
2008,5-22,LWG,tempc,C,Temp (WQM),8.978
2008,5-23,LWG,tempc,C,Temp (WQM),8.718
2008,5-24,LWG,tempc,C,Temp (WQM),8.757
2008,5-25,LWG,tempc,C,Temp (WQM),9.331
2008,5-26,LWG,tempc,C,Temp (WQM),10.211
2008,5-27,LWG,tempc,C,Temp (WQM),10.663
2008,5-28,LWG,tempc,C,Temp (WQM),10.885
2008,5-29,LWG,tempc,C,Temp (WQM),10.917
2008,5-30,LWG,tempc,C,Temp (WQM),10.835
2008,5-31,LWG,tempc,C,Temp (WQM),10.743
2007,3-1,LWG,tempc,C,Temp (WQM),NA
2007,3-2,LWG,tempc,C,Temp (WQM),NA
2007,3-3,LWG,tempc,C,Temp (WQM),NA
2007,3-4,LWG,tempc,C,Temp (WQM),NA
2007,3-5,LWG,tempc,C,Temp (WQM),NA
2007,3-6,LWG,tempc,C,Temp (WQM),NA
